date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit,revenue_growth_rate,profit_growth_rate,rolling_avg_revenue_7d,rolling_avg_revenue_30d
2021-07-03,Saturday,July,2021,Q3,37931,44280,34119,3812,10.05,7997816,2061565,-19.05808544236268,-74.54254040336583,49986.71428571428,50598.4
2021-07-04,Sunday,July,2021,Q3,30524,25703,29324,1200,3.93,8028340,2062765,-19.52756320687564,-68.52046169989508,49472.142857142855,49612.166666666664
2021-07-05,Monday,July,2021,Q3,51702,50829,30104,21598,41.77,8080042,2084363,69.38147031843795,1699.8333333333335,49220.42857142857,50218.23333333333
2021-07-06,Tuesday,July,2021,Q3,56341,63127,32602,23739,42.13,8136383,2108102,8.972573594831923,9.912954903231785,48263.42857142857,50853.433333333334
2021-07-07,Wednesday,July,2021,Q3,58472,60029,30071,28401,48.57,8194855,2136503,3.7823254823308172,19.638569442689246,48037.857142857145,50629.73333333333
2021-07-08,Thursday,July,2021,Q3,51722,43520,32491,19231,37.18,8246577,2155734,-11.543986865508282,-32.28759550720045,47650.57142857143,50177.833333333336
2021-07-09,Friday,July,2021,Q3,65379,54869,30720,34659,53.01,8311956,2190393,26.404624724488613,80.22463730435234,50295.857142857145,50620.2
2021-07-10,Saturday,July,2021,Q3,30513,29621,32106,-1593,-5.22,8342469,2188800,-53.329050612582016,-104.59620877694104,49236.142857142855,49675.76666666667
2021-07-11,Sunday,July,2021,Q3,36358,28562,31141,5217,14.35,8378827,2194017,19.1557696719431,-427.49529190207164,50069.57142857143,48946.1
2021-07-12,Monday,July,2021,Q3,53112,47127,30524,22588,42.53,8431939,2216605,46.080642499587434,332.9691393521181,50271.0,49816.566666666666
2021-07-13,Tuesday,July,2021,Q3,57048,56557,29739,27309,47.87,8488987,2243914,7.41075463172165,20.900478129980527,50372.0,50667.166666666664
2021-07-14,Wednesday,July,2021,Q3,48497,58663,33164,15333,31.62,8537484,2259247,-14.989131959052028,-43.853674612765026,48947.0,50284.23333333333
2021-07-15,Thursday,July,2021,Q3,54942,51437,31705,23237,42.29,8592426,2282484,13.289481823617955,51.548946716232955,49407.0,50443.833333333336
2021-07-16,Friday,July,2021,Q3,58697,54704,33024,25673,43.74,8651123,2308157,6.834479997087839,10.483280974308219,48452.42857142857,50214.4
2021-07-17,Saturday,July,2021,Q3,27427,25196,30897,-3470,-12.65,8678550,2304687,-53.273591495306405,-113.5161453667277,48011.57142857143,48951.96666666667
2021-07-18,Sunday,July,2021,Q3,31746,36430,34319,-2573,-8.1,8710296,2302114,15.747256353228579,-25.85014409221902,47352.71428571428,47831.36666666667
2021-07-19,Monday,July,2021,Q3,51960,48648,31094,20866,40.16,8762256,2322980,63.67416367416367,-910.9599689078897,47188.142857142855,48318.26666666667
2021-07-20,Tuesday,July,2021,Q3,63151,67428,33258,29893,47.34,8825407,2352873,21.53772132409546,43.26176555161507,48060.0,49196.3
2021-07-21,Wednesday,July,2021,Q3,55673,50206,30561,25112,45.11,8881080,2377985,-11.841459359313388,-15.993710902217906,49085.142857142855,48999.833333333336
2021-07-22,Thursday,July,2021,Q3,47249,38772,29443,17806,37.69,8928329,2395791,-15.131212616528655,-29.09366040140172,47986.142857142855,48676.333333333336
2021-07-23,Friday,July,2021,Q3,45657,54588,31272,14385,31.51,8973986,2410176,-3.369383479015431,-19.212624957879363,46123.28571428572,48684.96666666667
2021-07-24,Saturday,July,2021,Q3,35390,41381,34565,825,2.33,9009376,2411001,-22.48724182491184,-94.26485922836288,47260.857142857145,47946.9
2021-07-25,Sunday,July,2021,Q3,30573,29743,32327,-1754,-5.74,9039949,2409247,-13.611189601582364,-312.6060606060606,47093.28571428572,47476.5
2021-07-26,Monday,July,2021,Q3,51742,42764,28586,23156,44.75,9091691,2432403,69.24083341510483,-1420.18244013683,47062.142857142855,48126.066666666666
2021-07-27,Tuesday,July,2021,Q3,58182,66452,32092,26090,44.84,9149873,2458493,12.446368520737504,12.670582138538599,46352.28571428572,48927.933333333334
2021-07-28,Wednesday,July,2021,Q3,64993,67936,34077,30916,47.57,9214866,2489409,11.706369667594796,18.497508623993863,47683.71428571428,49312.23333333333
2021-07-29,Thursday,July,2021,Q3,57310,59965,31188,26122,45.58,9272176,2515531,-11.821273060175708,-15.506533833613666,49121.0,49121.23333333333
2021-07-30,Friday,July,2021,Q3,65612,55502,28596,37016,56.42,9337788,2552547,14.486128075379522,41.704310542837455,51971.71428571428,49306.6
2021-07-31,Saturday,July,2021,Q3,33317,34306,34133,-816,-2.45,9371105,2551731,-49.22117905261233,-102.20445212880915,51675.57142857143,48602.73333333333
2021-08-01,Sunday,August,2021,Q3,35361,29409,30458,4903,13.87,9406466,2556634,6.135006153014988,-700.8578431372549,52359.57142857143,48219.36666666667
2021-08-02,Monday,August,2021,Q3,52504,48958,34425,18079,34.43,9458970,2574713,48.47996380192867,268.7334285131552,52468.42857142857,48705.13333333333
2021-08-03,Tuesday,August,2021,Q3,45793,50823,30304,15489,33.82,9504763,2590202,-12.78188328508304,-14.326013606947285,50698.57142857143,49214.1
2021-08-04,Wednesday,August,2021,Q3,46836,48640,31871,14965,31.95,9551599,2605167,2.277640687441318,-3.3830460326683465,48104.71428571428,49051.9
2021-08-05,Thursday,August,2021,Q3,46811,52871,34632,12179,26.02,9598410,2617346,-0.05337774361602321,-18.616772469094556,46604.857142857145,48734.23333333333
2021-08-06,Friday,August,2021,Q3,58750,56109,30295,28455,48.43,9657160,2645801,25.504689068808606,133.6398719106659,45624.57142857143,48743.5
2021-08-07,Saturday,August,2021,Q3,36513,33615,29326,7187,19.68,9693673,2652988,-37.850212765957444,-74.74257599718854,46081.142857142855,48236.53333333333
2021-08-08,Sunday,August,2021,Q3,33101,34430,31667,1434,4.33,9726774,2654422,-9.344616985731113,-80.04730763879226,45758.28571428572,47160.6
2021-08-09,Monday,August,2021,Q3,57596,57767,29489,28107,48.8,9784370,2682529,74.00078547475908,1860.0418410041839,46485.71428571428,48063.36666666667
2021-08-10,Tuesday,August,2021,Q3,63858,66336,30645,33213,52.01,9848228,2715742,10.872282797416478,18.166293094246978,49066.42857142857,48980.03333333333
2021-08-11,Wednesday,August,2021,Q3,57433,65025,29824,27609,48.07,9905661,2743351,-10.061386200632649,-16.872911209466167,50580.28571428572,49124.066666666666
2021-08-12,Thursday,August,2021,Q3,61256,68977,32623,28633,46.74,9966917,2771984,6.656451865652158,3.708935492049692,52643.857142857145,49264.333333333336
2021-08-13,Friday,August,2021,Q3,60927,67724,30987,29940,49.14,10027844,2801924,-0.5370902442209724,4.564663150909798,52954.857142857145,49678.666666666664
2021-08-14,Saturday,August,2021,Q3,34381,37741,31377,3004,8.74,10062225,2804928,-43.57017414282666,-89.96659986639946,52650.28571428572,48993.3
2021-08-15,Sunday,August,2021,Q3,35790,34665,28878,6912,19.31,10098015,2811840,4.098193769814729,130.09320905459387,53034.42857142857,48229.73333333333
2021-08-16,Monday,August,2021,Q3,55293,60058,34086,21207,38.35,10153308,2833047,54.49287510477787,206.81423611111111,52705.42857142857,49158.6
2021-08-17,Tuesday,August,2021,Q3,64470,61630,30705,33765,52.37,10217778,2866812,16.597037599696172,59.2162965058707,52792.857142857145,50249.4
2021-08-18,Wednesday,August,2021,Q3,48939,43569,32852,16087,32.87,10266717,2882899,-24.090274546300606,-52.3559899304013,51579.42857142857,50148.7
2021-08-19,Thursday,August,2021,Q3,44842,52184,33585,11257,25.1,10311559,2894156,-8.371646335233663,-30.024243177721143,49234.57142857143,49538.4
2021-08-20,Friday,August,2021,Q3,57537,63660,29708,27829,48.37,10369096,2921985,28.3105124659917,147.2150661810429,48750.28571428572,49600.53333333333
2021-08-21,Saturday,August,2021,Q3,34437,34301,29847,4590,13.33,10403533,2926575,-40.148078627665676,-83.50641417226635,48758.28571428572,49173.46666666667
2021-08-22,Sunday,August,2021,Q3,34834,34947,33621,1213,3.48,10438367,2927788,1.152829805151434,-73.57298474945534,48621.71428571428,48812.7
2021-08-23,Monday,August,2021,Q3,57903,60944,63307,-5404,-9.33,10496270,2922384,66.22552678417637,-545.5070074196208,48994.57142857143,49563.13333333333
2021-08-24,Tuesday,August,2021,Q3,53164,54311,34490,18674,35.13,10549434,2941058,-8.184377320691505,-445.55884529977794,47379.42857142857,50316.166666666664
2021-08-25,Wednesday,August,2021,Q3,55161,66292,30809,24352,44.15,10604595,2965410,3.7563012564893583,30.40591196315734,48268.28571428572,50430.13333333333
2021-08-26,Thursday,August,2021,Q3,65582,56259,33317,32265,49.2,10670177,2997675,18.89197077645437,32.49425098554533,51231.142857142855,50676.8
2021-08-27,Friday,August,2021,Q3,57821,65607,30444,27377,47.35,10727998,3025052,-11.834039828001586,-15.149542848287624,51271.71428571428,50437.73333333333
2021-08-28,Saturday,August,2021,Q3,37138,33213,31277,5861,15.78,10765136,3030913,-35.77074073433527,-78.59151842787742,51657.57142857143,49765.333333333336
2021-08-29,Sunday,August,2021,Q3,37111,31471,31233,5878,15.84,10802247,3036791,-0.07270181485271587,0.2900528919979495,51982.857142857145,48815.3
2021-08-30,Monday,August,2021,Q3,48388,41234,31596,16792,34.7,10850635,3053583,30.3872167281938,185.67539979584896,50623.57142857143,49317.666666666664
2021-08-31,Tuesday,August,2021,Q3,49572,52908,30598,18974,38.28,10900207,3072557,2.446887658097041,12.994282991900906,50110.42857142857,49791.36666666667
2021-09-01,Wednesday,September,2021,Q3,46638,39109,33953,12685,27.2,10946845,3085242,-5.918663761801013,-33.145356804047644,48892.857142857145,49595.833333333336
2021-09-02,Thursday,September,2021,Q3,47732,56755,31484,16248,34.04,10994577,3101490,2.3457266606629723,28.088293259755616,46342.857142857145,49660.46666666667
2021-09-03,Friday,September,2021,Q3,56022,58537,32145,23877,42.62,11050599,3125367,17.36780356993213,46.95347119645494,46085.857142857145,49966.666666666664
2021-09-04,Saturday,September,2021,Q3,27854,23548,30280,-2426,-8.71,11078453,3122941,-50.28024704580343,-110.16040541106504,44759.57142857143,49334.76666666667
2021-09-05,Sunday,September,2021,Q3,32277,28970,33831,-1554,-4.81,11110730,3121387,15.87922740001435,-35.9439406430338,44069.0,48452.333333333336
2021-09-06,Monday,September,2021,Q3,45491,56654,28822,16669,36.64,11156221,3138056,40.939368590637294,-1172.6512226512227,43655.142857142855,48751.6
2021-09-07,Tuesday,September,2021,Q3,56021,62759,29249,26772,47.79,11212242,3164828,23.147435756523272,60.609514667946485,44576.42857142857,49515.6
2021-09-08,Wednesday,September,2021,Q3,40695,34587,30657,10038,24.67,11252937,3174866,-27.35759804359079,-62.50560286866875,43727.42857142857,48952.23333333333
2021-09-09,Thursday,September,2021,Q3,52101,58338,30693,21408,41.09,11305038,3196274,28.02801326944342,113.26957561267186,44351.57142857143,48560.333333333336
2021-09-10,Friday,September,2021,Q3,50589,49251,29922,20667,40.85,11355627,3216941,-2.9020556227327687,-3.4613228699551524,43575.42857142857,48332.2
2021-09-11,Saturday,September,2021,Q3,29988,28808,29999,-11,-0.04,11385615,3216930,-40.72229140722291,-100.05322494798472,43880.28571428572,47289.933333333334
2021-09-12,Sunday,September,2021,Q3,35956,34241,31444,4512,12.55,11421571,3221442,19.901293850873692,-41118.181818181816,44405.857142857145,46457.566666666666
2021-09-13,Monday,September,2021,Q3,49040,56548,28903,20137,41.06,11470611,3241579,36.3889197908555,346.29875886524826,44912.857142857145,46946.2
2021-09-14,Tuesday,September,2021,Q3,46391,41664,31765,14626,31.53,11517002,3256205,-5.401712887438825,-27.367532403039185,43537.142857142855,47299.566666666666
2021-09-15,Wednesday,September,2021,Q3,54236,64381,33350,20886,38.51,11571238,3277091,16.910607660968722,42.80049227403255,45471.57142857143,47264.333333333336
2021-09-16,Thursday,September,2021,Q3,44019,38754,28515,15504,35.22,11615257,3292595,-18.83804115347739,-25.768457339844876,44317.0,46582.63333333333
2021-09-17,Friday,September,2021,Q3,56073,57872,28893,27180,48.47,11671330,3319775,27.38362979622435,75.30959752321982,45100.42857142857,46820.433333333334
2021-09-18,Saturday,September,2021,Q3,32626,33848,33537,-911,-2.79,11703956,3318864,-41.81513384338273,-103.35172921265637,45477.28571428572,46413.23333333333
2021-09-19,Sunday,September,2021,Q3,31708,31633,30520,1188,3.75,11735664,3320052,-2.8137068595598613,-230.4061470911087,44870.42857142857,45552.26666666667
2021-09-20,Monday,September,2021,Q3,52795,48227,31075,21720,41.14,11788459,3341772,66.50372145830706,1728.2828282828284,45406.857142857145,46164.2
2021-09-21,Tuesday,September,2021,Q3,42483,35359,30382,12101,28.48,11830942,3353873,-19.53215266597216,-44.28637200736648,44848.57142857143,46419.166666666664
2021-09-22,Wednesday,September,2021,Q3,58818,70465,29928,28890,49.12,11889760,3382763,38.45067438740202,138.74059995041733,45503.142857142855,46449.666666666664
2021-09-23,Thursday,September,2021,Q3,42503,39281,31516,10987,25.85,11932263,3393750,-27.73810738209391,-61.969539633091046,45286.57142857143,46094.3
2021-09-24,Friday,September,2021,Q3,43083,46829,32162,10921,25.35,11975346,3404671,1.3646095569724404,-0.6007099299171759,43430.857142857145,45691.7
2021-09-25,Saturday,September,2021,Q3,33902,26256,32391,1511,4.46,12009248,3406182,-21.31002947798436,-86.16427067118396,43613.142857142855,44635.7
2021-09-26,Sunday,September,2021,Q3,33203,32541,31487,1716,5.17,12042451,3407898,-2.061825261046546,13.567174056915942,43826.71428571428,43815.1
2021-09-27,Monday,September,2021,Q3,59133,60519,32665,26468,44.76,12101584,3434366,78.0953528295636,1442.4242424242425,44732.142857142855,44548.26666666667
2021-09-28,Tuesday,September,2021,Q3,41198,40139,29635,11563,28.07,12142782,3445929,-30.32993421608915,-56.31328396554329,44548.57142857143,44684.5
2021-09-29,Wednesday,September,2021,Q3,54367,61605,34494,19873,36.55,12197149,3465802,31.965143939026163,71.86716250108103,43912.71428571428,44883.8
2021-09-30,Thursday,September,2021,Q3,51233,47366,30035,21198,41.38,12248382,3487000,-5.764526275130133,6.667337593720113,45159.857142857145,44939.166666666664
2021-10-01,Friday,October,2021,Q4,45804,44185,29914,15890,34.69,12294186,3502890,-10.596685729900646,-25.040098122464382,45548.57142857143,44911.36666666667
2021-10-02,Saturday,October,2021,Q4,27929,28257,33157,-5228,-18.72,12322115,3497662,-39.02497598463016,-132.90119572057898,44695.28571428572,44251.26666666667
2021-10-03,Sunday,October,2021,Q4,29985,26368,34304,-4319,-14.4,12352100,3493343,7.36152386408393,-17.387146136189745,44235.57142857143,43383.36666666667
2021-10-04,Monday,October,2021,Q4,44302,39821,31467,12835,28.97,12396402,3506178,47.747206936801746,-397.1752720537161,42116.857142857145,43931.63333333333
2021-10-05,Tuesday,October,2021,Q4,49411,51876,31064,18347,37.13,12445813,3524525,11.532210735406977,42.94507206856253,43290.142857142855,44502.76666666667
2021-10-06,Wednesday,October,2021,Q4,55277,51792,31942,23335,42.21,12501090,3547860,11.871850397684724,27.187006050035436,43420.142857142855,44828.96666666667
2021-10-07,Thursday,October,2021,Q4,41470,42638,30112,11358,27.39,12542560,3559218,-24.977838884165205,-51.326333833297625,42025.42857142857,44343.933333333334
2021-10-08,Friday,October,2021,Q4,42376,49893,33357,9019,21.28,12584936,3568237,2.1847118398842458,-20.59341433350942,41535.71428571428,44399.96666666667
2021-10-09,Saturday,October,2021,Q4,33059,29105,31500,1559,4.72,12617995,3569796,-21.986501793468005,-82.71426987470895,42268.57142857143,43765.23333333333
2021-10-10,Sunday,October,2021,Q4,27996,27582,32169,-4173,-14.91,12645991,3565623,-15.315042802262624,-367.6715843489416,41984.42857142857,43012.13333333333
2021-10-11,Monday,October,2021,Q4,52261,47423,33007,19254,36.84,12698252,3584877,86.6730961565938,-561.3946800862689,43121.42857142857,43754.566666666666
2021-10-12,Tuesday,October,2021,Q4,56565,58492,30238,26327,46.54,12754817,3611204,8.235586766422376,36.735223849589694,44143.42857142857,44441.53333333333
2021-10-13,Wednesday,October,2021,Q4,53476,64274,33369,20107,37.6,12808293,3631311,-5.460974100592242,-23.62593535154024,43886.142857142855,44589.4
2021-10-14,Thursday,October,2021,Q4,40532,41993,33282,7250,17.89,12848825,3638561,-24.205250953698854,-63.942905455811406,43752.142857142855,44394.1
2021-10-15,Friday,October,2021,Q4,54428,54393,32312,22116,40.63,12903253,3660677,34.284022500740164,205.04827586206895,45473.857142857145,44400.5
2021-10-16,Saturday,October,2021,Q4,25773,26341,34323,-8550,-33.17,12929026,3652127,-52.64753435731608,-138.659793814433,44433.0,43792.3
2021-10-17,Sunday,October,2021,Q4,27764,24348,30935,-3171,-11.42,12956790,3648956,7.7251387110542025,-62.91228070175438,44399.857142857145,42848.666666666664
2021-10-18,Monday,October,2021,Q4,57456,60123,29219,28237,49.15,13014246,3677193,106.9442443451952,-990.4761904761905,45142.0,43676.333333333336
2021-10-19,Tuesday,October,2021,Q4,53244,52784,29441,23803,44.71,13067490,3700996,-7.330827067669176,-15.702801289088786,44667.57142857143,44394.2
2021-10-20,Wednesday,October,2021,Q4,47085,53361,32402,14683,31.18,13114575,3715679,-11.567500563443767,-38.31449817249927,43754.57142857143,44203.86666666667
2021-10-21,Thursday,October,2021,Q4,43845,39628,29766,14079,32.11,13158420,3729758,-6.881172347881492,-4.113600762786895,44227.857142857145,44249.26666666667
2021-10-22,Friday,October,2021,Q4,45780,41248,30347,15433,33.71,13204200,3745191,4.413274033527204,9.617160309681093,42992.42857142857,43814.666666666664
2021-10-23,Saturday,October,2021,Q4,33544,29350,32612,932,2.78,13237744,3746123,-26.727828746177373,-93.9609926780276,44102.57142857143,43516.03333333333
2021-10-24,Sunday,October,2021,Q4,33820,41187,30179,3641,10.77,13271564,3749764,0.8227999046029,290.6652360515022,44967.71428571428,43207.26666666667
2021-10-25,Monday,October,2021,Q4,46927,44728,31368,15559,33.16,13318491,3765323,38.755174452986395,327.3276572370228,43463.57142857143,43641.433333333334
2021-10-26,Tuesday,October,2021,Q4,58660,60968,32228,26432,45.06,13377151,3791755,25.002663711722462,69.88238318658011,44237.28571428572,44490.0
2021-10-27,Wednesday,October,2021,Q4,53396,54804,28680,24716,46.29,13430547,3816471,-8.973747016706445,-6.492130750605329,45138.857142857145,44298.76666666667
2021-10-28,Thursday,October,2021,Q4,42010,44256,31817,10193,24.26,13472557,3826664,-21.32369465877594,-58.759508011005025,44876.71428571428,44325.833333333336
2021-10-29,Friday,October,2021,Q4,58700,67432,29606,29094,49.56,13531257,3855758,39.728636039038335,185.43117825958993,46722.42857142857,44470.26666666667
2021-10-30,Saturday,October,2021,Q4,31750,35414,31967,-217,-0.68,13563007,3855541,-45.9114139693356,-100.74585825256067,46466.142857142855,43820.833333333336
2021-10-31,Sunday,October,2021,Q4,35240,39730,33908,1332,3.78,13598247,3856873,10.992125984251967,-713.8248847926267,46669.0,43468.7
